"Gellish";"English";"Version:";"9.0";"25-okt-16";"Base Ontology";"Taxonomic Dictionary of Formal English: Upper ontology section (core)";;;;;;;;;;;;;;;;;;;;;;
0;69;54;71;16;5;43;44;2;101;1;60;3;45;15;201;65;4;66;7;14;50;68;8;67;9;10;12;13
2821;910036;"English";492014;"Gellish";491285;"statement";;4792;"can have as characteristic a";1006647;6066;"is a base phrase for";;4792;"conceptual possession of a characteristic";;;;;"Recommended use: can have as aspect a";1045;"facts about kinds of relations";"accepted";;"6-okt-99";"10-mei-04";"Andries van Renssen";"ISO 10303-221:2002"
2820;910036;"English";193259;"ontology";491285;"statement";1,1;4792;"conceptual possession of a characteristic";1006646;5945;"has by definition as second role a";1,1;4791;"conceptual intrinsic characteristic";;;;;;1045;"facts about kinds of relations";"accepted";;"11-mrt-99";"1-apr-99";"ISO 10303-221 modelling team";"ISO 10303-221:2002"
2819;910036;"English";193259;"ontology";491285;"statement";;4792;"conceptual possession of a characteristic";1006645;1146;"is a kind of";;2069;"conceptual possession of an aspect by an individual thing";"that specifies something of a specified kind can possess a characteristic of a specified kind.";"is a conceptual possession of an aspect by an individual thing that specifies something of a specified kind can possess a characteristic of a specified kind.";;;;1045;"facts about kinds of relations";"accepted";;"24-jul-98";"19-nov-98";"ISO 10303-221 modelling team";"ISO 10303-221:2002"
390;910036;"English";193259;"ontology";491285;"statement";;4797;"possession of a characteristic";1006659;1146;"is a kind of";;1727;"possession of an aspect by an individual thing";"that indicates that an individual thing possesses an individual characteristic.";;;;;1047;"facts about conceptual relations between individual things";"accepted";;"28-feb-02";"28-feb-02";"Rob Moonen";"Andries van Renssen"
391;910036;"English";492014;"Gellish";491285;"statement";;4797;"has as characteristic";1026231;6066;"is a base phrase for";;4797;"possession of a characteristic";;;;;;1045;"facts about kinds of relations";"accepted";;"17-okt-07";"17-okt-07";"Andries van Renssen";"Andries van Renssen"
392;910036;"English";492014;"Gellish";491285;"statement";;4797;"is a characteristic of";1026232;1986;"is an inverse phrase for";;4797;"possession of a characteristic";;;;;;1045;"facts about conceptual relations";"accepted";;"17-okt-07";"17-okt-07";"Andries van Renssen";"Andries van Renssen"
387;910036;"English";193259;"ontology";491285;"statement";;4798;"possession of a property";1006660;1146;"is a kind of";;4797;"possession of a characteristic";"that indicates that an individual thing possesses a an individual property.";;;;;1047;"facts about conceptual relations between individual things";"accepted";;"28-feb-02";"7-sep-13";"Andries van Renssen";"Andries van Renssen"
388;910036;"English";492014;"Gellish";491285;"statement";;4798;"has as property";1027510;6066;"is a base phrase for";;4798;"possession of a property";;;;;;1045;"facts about kinds of relations";"accepted";;"7-dec-12";"7-dec-12";"Andries van Renssen";"Andries van Renssen"
389;910036;"English";492014;"Gellish";491285;"statement";;4798;"is a property of";1027511;1986;"is an inverse phrase for";;4798;"possession of a property";;;;;;1045;"facts about conceptual relations";"accepted";;"7-dec-12";"7-dec-12";"Andries van Renssen";"Andries van Renssen"
32;910036;"English";193259;"ontology";491285;"statement";0,1;4807;"collecting plurality";1006705;5343;"is by definition a role of a";1,1;2849;"plural object";;;;;;1051;"facts about kinds of roles in relations";"accepted";;"17-jan-02";"17-jan-02";"Andries van Renssen";"Epistle modelling team"
570;910036;"English";193259;"ontology";491285;"statement";;4807;"collecting plurality";1006703;1146;"is a kind of";;5324;"related plurality";"by being the plurality of collected elements.";;;;;1049;"facts about concepts";"accepted";;"15-mrt-01";"14-dec-04";"Andries van Renssen";"Andries van Renssen"
8;910036;"English";193259;"ontology";491285;"statement";0,1;4819;"application context";1006755;5343;"is by definition a role of a";1,1;730000;"anything";;;;;;1051;"facts about kinds of roles in relations";"accepted";;"7-jun-02";"7-jun-02";"Andries van Renssen";"Andries van Renssen"
143;910036;"English";193259;"ontology";491285;"statement";;4819;"application context";1006752;1146;"is a kind of";;5650;"context";"that specifies the context in which the fact expressed by the relation is applicable.";;;;;1049;"facts about concepts";"accepted";;"7-jun-02";"14-aug-08";"Andries van Renssen";"Andries van Renssen"
82;910036;"English";193259;"ontology";491285;"statement";0,1;4820;"applicable";1006754;5343;"is by definition a role of a";1,1;2850;"relation";;;;;;1051;"facts about kinds of roles in relations";"accepted";;"7-jun-02";"7-jun-02";"Andries van Renssen";"Andries van Renssen"
144;910036;"English";193259;"ontology";491285;"statement";;4820;"applicable";1006753;1146;"is a kind of";;4729;"relator";"that specifies a relation being relevant and intended to be applied in the specified context.";;;;;1049;"facts about concepts";"accepted";;"7-jun-02";"7-jun-02";"Andries van Renssen";"Andries van Renssen"
58;910036;"English";193259;"ontology";491285;"statement";0,1;4821;"related individual thing";1006992;5343;"is by definition a role of a";1,1;730067;"individual thing";;;;;;1051;"facts about kinds of roles in relations";"accepted";;"22-okt-02";"22-okt-02";"Andries van Renssen";"Andries van Renssen"
377;910036;"English";193259;"ontology";491285;"statement";;4821;"related individual thing";1006759;1146;"is a kind of";;4824;"related";"by being a role that is played by an individual.";;;;;1049;"facts about concepts";"accepted";;"18-jun-02";"17-okt-05";"Andries van Renssen";"Andries van Renssen"
378;910036;"English";193259;"ontology";491285;"statement";;4822;"conceptual context for the applicability of the meaning of an expression";1006760;1146;"is a kind of";;1231;"conceptual binary relation between things of specified kinds";"that specifies that objects of a specified kind can be a context in which relations of a specified kind are valid.";;;;;1045;"facts about conceptual relations";"accepted";;"3-sep-99";"3-sep-99";"Epistle modelling team";"Epistle modelling team"
59;910036;"English";193259;"ontology";491285;"statement";0,1;4823;"individual relator";1006993;5343;"is by definition a role of a";1,1;730067;"individual thing";;;;;;1051;"facts about kinds of roles in relations";"accepted";;"22-okt-02";"22-okt-02";"Andries van Renssen";"Andries van Renssen"
379;910036;"English";193259;"ontology";491285;"statement";;4823;"individual relator";1006762;1146;"is a kind of";;4729;"relator";"that indicates that the role is played by an individual.";;;;;1049;"facts about concepts";"accepted";;"18-jun-02";"18-jun-02";"Andries van Renssen";"Andries van Renssen"
9;910036;"English";193259;"ontology";491285;"statement";0,1;4824;"related";1007422;5343;"is by definition a role of a";"1,n";730000;"anything";;;;;;1051;"facts about kinds of roles in relations";"accepted";;"27-aug-02";"27-aug-02";"Andries van Renssen";"Andries van Renssen"
97;910036;"English";193259;"ontology";491285;"statement";;4824;"related";1006761;1146;"is a kind of";;5955;"second role in a relation";"that is played by something that is involved in a state or potential state about which is communicated through an expression of a relation that requires the role in a second position.";;;;;1049;"facts about concepts";"accepted";;"18-okt-01";"13-mei-04";"Andries van Renssen";"Roel Murris"
72;910036;"English";193259;"ontology";491285;"statement";0,1;4836;"boundary";1001616;5343;"is by definition a role of a";1,1;790229;"aspect";;;;;;1051;"facts about kinds of roles in relations";"accepted";;"3-sep-99";"14-jan-04";"Andries van Renssen";"Epistle modelling team"
571;910036;"English";193259;"ontology";491285;"statement";;4836;"boundary";1006794;1146;"is a kind of";;4888;"correlating aspect";"that specifies the space that bounds the possessor space.";;;;;1049;"facts about concepts";"accepted";;"27-jun-02";"12-apr-11";"Andries van Renssen";"Andries van Renssen"
73;910036;"English";193259;"ontology";491285;"statement";0,1;4837;"bounded aspect";1001617;5343;"is by definition a role of a";1,1;790229;"aspect";;;;;;1051;"facts about kinds of roles in relations";"accepted";;"3-sep-99";"14-jan-04";"Andries van Renssen";"Epistle modelling team"
572;910036;"English";193259;"ontology";491285;"statement";;4837;"bounded aspect";1006795;1146;"is a kind of";;4680;"correlated aspect";"that specifies the space that is bounded by the possessed space.";;;;;1049;"facts about concepts";"accepted";;"27-jun-02";"12-apr-11";"Andries van Renssen";"Andries van Renssen"
573;910036;"English";193259;"ontology";491285;"statement";1,1;4846;"defined options for possession of an aspect";1006832;5944;"has by definition as first role a";1,1;4847;"qualitative options possessor";;;;;;1045;"facts about conceptual relations";"accepted";;"25-jul-02";"25-jul-02";"Andries van Renssen";"Andries van Renssen"
574;910036;"English";193259;"ontology";491285;"statement";1,1;4846;"defined options for possession of an aspect";1006833;5945;"has by definition as second role a";1,1;4848;"qualitative options";;;;;;1045;"facts about conceptual relations";"accepted";;"25-jul-02";"25-jul-02";"Andries van Renssen";"Andries van Renssen"
575;910036;"English";193259;"ontology";491285;"statement";;4846;"defined options for possession of an aspect";1006834;1146;"is a kind of";;4940;"qualitative possession of plural aspect";"that classifies any of the individual things that is an element of the classified plurality.";;;;;1045;"facts about conceptual relations";"accepted";;"25-jul-02";"22-apr-10";"Andries van Renssen";"Andries van Renssen"
576;910036;"English";492014;"Gellish";491285;"statement";;4846;"shall be one of the";1006835;6066;"is a base phrase for";;4846;"defined options for possession of an aspect";;;;;;1045;"facts about kinds of relations";"accepted";;"25-jul-02";"25-jul-02";"Andries van Renssen";"Andries van Renssen"
577;910036;"English";492014;"Gellish";491285;"statement";;4846;"can be either of the";1006836;6066;"is a base phrase for";;4846;"defined options for possession of an aspect";;;;;;1045;"facts about kinds of relations";"accepted";;"25-jul-02";"25-jul-02";"Andries van Renssen";"Andries van Renssen"
578;910036;"English";492014;"Gellish";491285;"statement";;4846;"are options for a";1006838;1986;"is an inverse phrase for";;4846;"defined options for possession of an aspect";;;;;;1045;"facts about conceptual relations";"accepted";;"25-jul-02";"25-jul-02";"Andries van Renssen";"Andries van Renssen"
579;910036;"English";492014;"Gellish";491285;"statement";;4846;"is by definition qualified as one of the";1008838;6066;"is a base phrase for";;4846;"defined options for possession of an aspect";;;;;;1045;"facts about kinds of relations";"accepted";;"15-sep-04";"15-sep-04";"Andries van Renssen";"Andries van Renssen"
580;910036;"English";193259;"ontology";491285;"statement";;4847;"qualitative options possessor";1006840;1146;"is a kind of";;5002;"conceptual relator";"that identifies the class which elements possess an aspect that is classified by one of the members of the plurality of options of qualitative aspects.";;;;;1049;"facts about concepts";"accepted";;"25-jul-02";"25-jul-02";"Andries van Renssen";"Andries van Renssen"
581;910036;"English";193259;"ontology";491285;"statement";;4848;"qualitative options";1006841;1146;"is a kind of";;3837;"qualitatively possessed";"that identifies the plurality which elements are classifiers for the options for the members of the possessor class.";;;;;1049;"facts about concepts";"accepted";;"25-jul-02";"25-jul-02";"Andries van Renssen";"Andries van Renssen"
586;910036;"English";193259;"ontology";491285;"statement";1,1;4853;"possession of qualitative aspect";1026411;5944;"has by definition as first role a";1,1;5656;"possessor of qualitative aspect";;;;;;1047;"facts about conceptual relations between individual things";"accepted";;"9-sep-08";"9-sep-08";"Andries van Renssen";"Andries van Renssen"
587;910036;"English";193259;"ontology";491285;"statement";1,1;4853;"possession of qualitative aspect";1026412;5945;"has by definition as second role a";1,1;5657;"possesed qualitative aspect";;;;;;1047;"facts about conceptual relations between individual things";"accepted";;"9-sep-08";"9-sep-08";"Andries van Renssen";"Andries van Renssen"
582;910036;"English";193259;"ontology";491285;"statement";;4853;"possession of qualitative aspect";1006865;1146;"is a kind of";;4719;"relation between an individual thing and a kind of thing";"that indicates that an individual object has an individual aspect that is qualified by a particular qualitative aspect. This relation is a shortcut of two other relations: a possession of aspect and a qualification of (that) aspect.";;;;;1048;"facts about conceptual relations between individual things and classes";"accepted";;"25-jul-02";"25-jul-02";"Andries van Renssen";"Andries van Renssen"
583;910036;"English";492014;"Gellish";491285;"statement";;4853;"is";1006866;6066;"is a base phrase for";;4853;"possession of qualitative aspect";;;;;;1048;"facts about kinds of relations between individual things and kinds";"accepted";;"25-jul-02";"25-jul-02";"Andries van Renssen";"Andries van Renssen"
584;910036;"English";589830;"Gellish alternative";491285;"statement";;4853;"has an aspect that is qualified as";1006867;6066;"is a base phrase for";;4853;"possession of qualitative aspect";;;;;;1048;"facts about kinds of relations between individual things and kinds";"accepted";;"25-jul-02";"28-jun-13";"Andries van Renssen";"Andries van Renssen"
585;910036;"English";492014;"Gellish";491285;"statement";;4853;"is a qualification of an aspect of";1007148;1986;"is an inverse phrase for";;4853;"possession of qualitative aspect";;;;;;1048;"facts about conceptual relations between individual things and classes";"accepted";;"25-jul-02";"13-okt-03";"Andries van Renssen";"Andries van Renssen"
3029;910036;"English";193259;"ontology";491285;"statement";;4854;"qualifying aspect";1006884;1146;"is a kind of";;3847;"classifier for an aspect";"that qualifies an aspect by a qualitative aspect.";;;;;1049;"facts about concepts";"accepted";;"07-08-02";"07-05-04";"Andries van Renssen";"Andries van Renssen"
588;910036;"English";192696;"business";491285;"statement";;4860;"happened";1008511;1146;"is a kind of";;5210;"occurred";"by occurring.";;;;;1049;"facts about concepts";"accepted";;"9-jan-04";"9-jan-04";"Andries van Renssen";"Andries van Renssen"
589;910036;"English";191874;"physics";491285;"statement";;4888;"correlating aspect";1006999;1146;"is a kind of";;4821;"related individual thing";"by being an aspect that has a value on which the value of another aspect depends.";;;;;1049;"facts about concepts";"accepted";;"22-okt-02";"12-apr-11";"Andries van Renssen";"Andries van Renssen"
78;910036;"English";191874;"physics";491285;"statement";"0,n";4888;"correlating aspect";1026499;5343;"is by definition a role of a";1,1;790229;"aspect";;;;;;1051;"facts about kinds of roles in relations";"accepted";;"9-dec-08";"6-aug-13";"Andries van Renssen";"Andries van Renssen"
60;910036;"English";193259;"ontology";491285;"statement";1,1;4893;"relating individual thing";1008425;5343;"is by definition a role of a";1,1;730067;"individual thing";;;;;;1051;"facts about kinds of roles in relations";"accepted";;"18-dec-03";"18-dec-03";"Andries van Renssen";"Andries van Renssen"
105;910036;"English";193259;"ontology";491285;"statement";;4893;"relating individual thing";1007010;1146;"is a kind of";;4729;"relator";"that specifies an individual thing that is relating to something.";;;;;1049;"facts about concepts";"accepted";;"6-nov-02";"6-nov-02";"Andries van Renssen";"Andries van Renssen"
16;910036;"English";193259;"ontology";491285;"statement";1,1;4894;"related kind";1008426;5343;"is by definition a role of a";1,1;4990;"concept";;;;;;1051;"facts about kinds of roles in relations";"accepted";;"18-dec-03";"18-dec-03";"Andries van Renssen";"Andries van Renssen"
106;910036;"English";193259;"ontology";491285;"statement";;4894;"related kind";1007011;1146;"is a kind of";;4824;"related";"role of a kind of thing that is related by a relation.";;;;;1049;"facts about concepts";"accepted";;"6-nov-02";"12-jul-05";"Andries van Renssen";"Andries van Renssen"
591;910036;"English";193259;"ontology";491285;"statement";1,1;4900;"conceptual involvement in a relation";1007527;5944;"has by definition as first role a";1,1;4983;"conceptual involving relation";;;;;;1045;"facts about conceptual relations";"accepted";;"6-mrt-03";"6-mrt-03";"Andries van Renssen";"Andries van Renssen"
592;910036;"English";193259;"ontology";491285;"statement";1,1;4900;"conceptual involvement in a relation";1007528;5945;"has by definition as second role a";1,1;4973;"conceptually involved in a relation";;;;;;1045;"facts about conceptual relations";"accepted";;"6-mrt-03";"6-mrt-03";"Andries van Renssen";"Andries van Renssen"
590;910036;"English";193259;"ontology";491285;"statement";;4900;"conceptual involvement in a relation";1007183;1146;"is a kind of";;1231;"conceptual binary relation between things of specified kinds";"that indicates that involved things of the specified kind can play a role in relations of the specified kind.";;;;;1045;"facts about conceptual relations";"accepted";;"14-nov-02";"12-nov-13";"Andries van Renssen";"Andries van Renssen"
594;910036;"English";193259;"ontology";491285;"statement";1,1;4902;"conceptual compliancy to a criterion";1007425;5945;"has by definition as second role a";1,1;4951;"conceptually compliant";;;;;;1045;"facts about conceptual relations";"accepted";;"2-dec-02";"2-dec-02";"Andries van Renssen";"Andries van Renssen"
595;910036;"English";193259;"ontology";491285;"statement";1,1;4902;"conceptual compliancy to a criterion";1007426;5944;"has by definition as first role a";1,1;4903;"conceptual compliancy criterion";;;;;;1045;"facts about conceptual relations";"accepted";;"2-dec-02";"2-dec-02";"Andries van Renssen";"Andries van Renssen"
593;910036;"English";193259;"ontology";491285;"statement";;4902;"conceptual compliancy to a criterion";1007424;1146;"is a kind of";;4698;"conceptual relation between things of specified kinds";"that indicates that an individual thing of the specified kind can be conformant to an individual criterion of the specified kind. Typically it specifies that an item or document of a kind can be conform to the content of a document of the specified kind.";;;;;1045;"facts about conceptual relations";"accepted";;"2-dec-02";"12-jul-05";"Andries van Renssen";"Andries van Renssen"
596;910036;"English";492014;"Gellish";491285;"statement";;4902;"can be compliant with a";1007333;1986;"is an inverse phrase for";;4902;"conceptual compliancy to a criterion";;;;;;1045;"facts about conceptual relations";"accepted";;"2-dec-02";"2-dec-02";"Andries van Renssen";"Andries van Renssen"
597;910036;"English";492014;"Gellish";491285;"statement";;4902;"can contain a criterion for a";1007428;6066;"is a base phrase for";;4902;"conceptual compliancy to a criterion";;;;;;1045;"facts about kinds of relations";"accepted";;"2-dec-02";"2-dec-02";"Andries van Renssen";"Andries van Renssen"
598;910036;"English";193259;"ontology";491285;"statement";;4903;"conceptual compliancy criterion";1007196;1146;"is a kind of";;5002;"conceptual relator";"by being a criterion to which something is conceptually compiant.";;;;;1049;"facts about concepts";"accepted";;"2-dec-02";"17-mei-04";"Andries van Renssen";"Andries van Renssen"
413;910036;"English";192696;"business";491285;"statement";;4906;"owned";1007254;1146;"is a kind of";;4824;"related";"by being a physical object or right that is possessed by an owner.";;;;;1049;"facts about concepts";"accepted";;"5-dec-02";"5-dec-02";"Andries van Renssen";"Andries van Renssen"
408;910036;"English";193259;"ontology";491285;"statement";1,1;4907;"ownership";1007247;5944;"has by definition as first role a";1,1;640082;"owner";;;;;;1047;"facts about conceptual relations between individual things";"accepted";;"5-dec-02";"5-dec-02";"Andries van Renssen";"Andries van Renssen"
409;910036;"English";193259;"ontology";491285;"statement";1,1;4907;"ownership";1007248;5945;"has by definition as second role a";1,1;4906;"owned";;;;;;1047;"facts about conceptual relations between individual things";"accepted";;"5-dec-02";"5-dec-02";"Andries van Renssen";"Andries van Renssen"
407;910036;"English";193259;"ontology";491285;"statement";;4907;"ownership";1007246;1146;"is a kind of";;4658;"binary relation between individual things";"that specifies that the referring organization or person has the legal ownership of the referred object.";;;;;1047;"facts about conceptual relations between individual things";"accepted";;"5-dec-02";"2-sep-13";"Andries van Renssen";"Andries van Renssen"
410;910036;"English";492014;"Gellish";491285;"statement";;4907;"is owner of";1007249;6066;"is a base phrase for";;4907;"ownership";;;;;;1047;"facts about kinds of relations between individual things";"accepted";;"5-dec-02";"5-dec-02";"Andries van Renssen";"Andries van Renssen"
411;910036;"English";492014;"Gellish";491285;"statement";;4907;"is owned by";1007250;1986;"is an inverse phrase for";;4907;"ownership";;;;;;1047;"facts about conceptual relations between individual things";"accepted";;"5-dec-02";"5-dec-02";"Andries van Renssen";"Andries van Renssen"
599;910036;"English";193259;"ontology";491285;"statement";;4940;"qualitative possession of plural aspect";1007343;1146;"is a kind of";;4699;"qualitative relation";"that indicates that members of the possessor class commonly can possess an aspect that is a member of an element of the possessed plural aspect class.";;;;;1045;"facts about conceptual relations";"accepted";;"25-jul-02";"25-jul-02";"Andries van Renssen";"Andries van Renssen"
600;910036;"English";193259;"ontology";491285;"statement";;4947;"qualitative kind";1007359;1146;"is a kind of";;730066;"kind";"that is intended to be used to classify aspects qualitatively or to classify individual things that are characterised by one or more qualitative aspects. Qualitative aspects are kinds of aspects that are qualified by an extent or magnitude. For example, red is a class that is classified as a qualitative class (and is a qualification of colour). The individual colour of my car is classified as red.";"is a kind that is intended to be used to classify aspects qualitatively or to classify individual things that are characterised by one or more qualitative aspects. Qualitative aspects are kinds of aspects that are qualified by an extent or magnitude. For example, red is a class that is classified as a qualitative class (and is a qualification of colour). The individual colour of my car is classified as red.";;;;1049;"facts about concepts";"accepted";;"31-jan-03";"19-jul-13";"Andries van Renssen";"Andries van Renssen"
814;910036;"English";193259;"ontology";491285;"statement";;4947;"qualitative concept";1028423;1981;"is a synonym of";;4947;"qualitative kind";;;;;;1049;"facts about concepts";"accepted";;"16-okt-14";"16-okt-14";"Andries van Renssen";"Andries van Renssen"
601;910036;"English";193259;"ontology";491285;"statement";;4949;"conceptual quantifier of a characteristic";1007366;1146;"is a kind of";;4706;"conceptually related";"by being a value that indicates the magnitude or extent of a common characteristic on a scale.";;;;;1045;"facts about conceptual relations";"accepted";;"4-feb-03";"26-jan-06";"Andries van Renssen";"Andries van Renssen"
602;910036;"English";193259;"ontology";491285;"statement";;4951;"conceptually compliant";1007379;1146;"is a kind of";;4706;"conceptually related";"by being subject to a compliancy requirement.";;;;;1049;"facts about concepts";"accepted";;"4-feb-03";"17-mei-04";"Andries van Renssen";"Andries van Renssen"
603;910036;"English";193259;"ontology";491285;"statement";;4956;"conceptual requirement for possession of an aspect";1007387;1146;"is a kind of";;2069;"conceptual possession of an aspect by an individual thing";"that indicates that each member of the possessor class is required to possess at least one member of the indicated possessed conceptual aspect that is qualified. For example: 'pipe shall have as aspect an internal diameter' means that each pipe shall have an internal diameter with a value quantified on a scale. So the following 3 facts together satisfy this requirement: P1 has as aspect D1 which is quantified as 20 mm, while D1 is classified as an internal diameter.";"is a conceptual possession of an aspect by an individual thing that indicates that each member of the possessor class is required to possess at least one member of the indicated possessed conceptual aspect that is qualified. For example: 'pipe shall have as aspect an internal diameter' means that each pipe shall have an internal diameter with a value quantified on a scale. So the following 3 facts together satisfy this requirement: P1 has as aspect D1 which is quantified as 20 mm, while D1 is classified as an internal diameter.";;;;1045;"facts about conceptual relations";"accepted";;"21-feb-03";"21-feb-03";"Andries van Renssen";"Andries van Renssen"
604;910036;"English";492014;"Gellish";491285;"statement";;4956;"shall have as aspect a";1007388;6066;"is a base phrase for";;4956;"conceptual requirement for possession of an aspect";;;;;;1045;"facts about kinds of relations";"accepted";;"21-feb-03";"21-feb-03";"Andries van Renssen";"Andries van Renssen"
605;910036;"English";492014;"Gellish";491285;"statement";;4956;"shall be an aspect of a";1007390;1986;"is an inverse phrase for";;4956;"conceptual requirement for possession of an aspect";;;;;;1045;"facts about conceptual relations";"accepted";;"21-feb-03";"21-feb-03";"Andries van Renssen";"Andries van Renssen"
606;910036;"English";193259;"ontology";491285;"statement";;4961;"involvement in a relation";1007467;1146;"is a kind of";;4658;"binary relation between individual things";"that indicates that something is involved in a fact.";;;;;1047;"facts about conceptual relations between individual things";"accepted";;"5-mrt-03";"5-mrt-03";"Andries van Renssen";"Andries van Renssen"
3219;910036;"English";193259;"ontology";491285;"statement";;4973;"conceptually involved in a relation";1007502;1146;"is a kind of";;4706;"conceptually related";"that indicates a kind of which members can be involved in a relation.";;;;;553310;"facts about kinds of roles";"accepted";;"05-03-03";"20-01-11";"Andries van Renssen";"Andries van Renssen"
3218;910036;"English";193259;"ontology";491285;"statement";;4983;"conceptual involver as relation";1007529;1146;"is a kind of";;5002;"conceptual relator";"that indicates a kind of relation that is a classifier of individual relations in which individual things are involved.";;;;;553310;"facts about kinds of roles";"accepted";;"06-03-03";"17-08-09";"Andries van Renssen";"Andries van Renssen"
607;910036;"English";193259;"ontology";491285;"statement";;4984;"qualitative requirement for qualification of an aspect";1007542;1146;"is a kind of";;4902;"conceptual compliancy to a criterion";"that indicates that each member of the conceptual class is required to have a qualification relative to the common qualified aspect.";;;;;1045;"facts about conceptual relations";"accepted";;"6-jun-02";"13-mrt-03";"Andries van Renssen";"Andries van Renssen"
608;910036;"English";492014;"Gellish";491285;"statement";;4984;"shall be constrained by";1008532;6066;"is a base phrase for";;4984;"qualitative requirement for qualification of an aspect";;;;;;1045;"facts about kinds of relations";"accepted";;"14-jan-04";"14-jan-04";"Andries van Renssen";"Andries van Renssen"
609;910036;"English";492014;"Gellish";491285;"statement";;4984;"is a constraint for a";1008533;1986;"is an inverse phrase for";;4984;"qualitative requirement for qualification of an aspect";;;;;;1045;"facts about conceptual relations";"accepted";;"14-jan-04";"14-jan-04";"Andries van Renssen";"Andries van Renssen"
610;910036;"English";193259;"ontology";491285;"statement";;4987;"qualitative equality requirement for qualification of an aspect";1007547;1146;"is a kind of";;4984;"qualitative requirement for qualification of an aspect";"that indicates that an intrinsic aspect of the specified kind shall have a qualification that is equal to the specified qualitative (or quantitative) aspect.";;;;;1045;"facts about conceptual relations";"accepted";;"13-mrt-03";"13-mrt-03";"Andries van Renssen";"Andries van Renssen"
611;910036;"English";492014;"Gellish";491285;"statement";;4987;"shall be qualified as";1007548;6066;"is a base phrase for";;4987;"qualitative equality requirement for qualification of an aspect";;;;;;1045;"facts about kinds of relations";"accepted";;"13-mrt-03";"3-mrt-11";"Andries van Renssen";"Andries van Renssen"
612;910036;"English";492014;"Gellish";491285;"statement";;4987;"shall be a qualification of a";1007550;1986;"is an inverse phrase for";;4987;"qualitative equality requirement for qualification of an aspect";;;;;;1045;"facts about conceptual relations";"accepted";;"13-mrt-03";"3-mrt-11";"Andries van Renssen";"Andries van Renssen"
613;910036;"English";193259;"ontology";491285;"statement";;4989;"conceptual requirement for assembly of an individual thing";1007578;1146;"is a kind of";;1191;"conceptual assembly relation of a part in a whole individual physical object";"that indicates that the members of the conceptual assembly shall have members of the conceptual part class as parts within cardinality constraints. The requirement is only valid in a specified validity context. Note that the cardinality constraint may indicate that such a part is still optional.";;;;;1045;"facts about conceptual relations";"accepted";;"14-apr-03";"6-jan-05";"Andries van Renssen";"Andries van Renssen"
614;910036;"English";492014;"Gellish";491285;"statement";;4989;"shall be a part of a";1007579;6066;"is a base phrase for";;4989;"conceptual requirement for assembly of an individual thing";;;;;;1045;"facts about kinds of relations";"accepted";;"14-apr-03";"14-apr-03";"Andries van Renssen";"Andries van Renssen"
615;910036;"English";492014;"Gellish";491285;"statement";;4989;"shall have as part a";1007580;1986;"is an inverse phrase for";;4989;"conceptual requirement for assembly of an individual thing";;;;;;1045;"facts about conceptual relations";"accepted";;"16-jan-06";"16-jan-06";"Andries van Renssen";"Andries van Renssen"
616;910036;"English";589830;"Gellish alternative";491285;"statement";;4989;"shall be an assembly for a";1009669;1986;"is an inverse phrase for";;4989;"conceptual requirement for assembly of an individual thing";;;;;;1045;"facts about conceptual relations";"accepted";;"14-apr-03";"16-jan-06";"Andries van Renssen";"Andries van Renssen"
12;910036;"English";193259;"ontology";491285;"statement";;4990;"concept";1001005;1146;"is a kind of";;730000;"anything";"that is a commonality of things.";;;;;1049;"facts about concepts";"accepted";;"23-jun-00";"14-apr-03";"Andries van Renssen";"Andries van Renssen"
13;910036;"English";193259;"ontology";491285;"statement";;4990;"universal";1007775;1981;"is a synonym of";;4990;"concept";;;;;;1049;"facts about concepts";"accepted";;"6-mei-03";"6-mei-03";"Andries van Renssen";"Andries van Renssen"
438;910036;"English";193259;"ontology";491285;"statement";1,1;4996;"presentation of information on physical object";1007608;5944;"has by definition as first role a";1,1;4998;"presenter of information";;;;;;1047;"facts about conceptual relations between individual things";"accepted";;"14-apr-03";"10-nov-08";"Andries van Renssen";"Andries van Renssen"
439;910036;"English";193259;"ontology";491285;"statement";1,1;4996;"presentation of information on physical object";1007609;5945;"has by definition as second role a";1,1;4997;"presented information";;;;;;1047;"facts about conceptual relations between individual things";"accepted";;"14-apr-03";"10-nov-08";"Andries van Renssen";"Andries van Renssen"
437;910036;"English";193259;"ontology";491285;"statement";;4996;"presentation of information on physical object";1007607;1146;"is a kind of";;4719;"relation between an individual thing and a kind of thing";"that specifies that the qualitative information is expressed on or in the individual physical object. It is expressed as an aspect of the physical object. For example presentation of qualitative information on a drawing or in a book as a spatial (shape and pattern) aspect of ink on paper.";;;;;1047;"facts about conceptual relations between individual things";"accepted";;"14-apr-03";"10-nov-08";"Andries van Renssen";"Andries van Renssen"
440;910036;"English";492014;"Gellish";491285;"statement";;4996;"is a presenter of";1007610;6066;"is a base phrase for";;4996;"presentation of information on physical object";;;;;;1047;"facts about kinds of relations between individual things";"accepted";;"14-apr-03";"10-nov-08";"Andries van Renssen";"Andries van Renssen"
441;910036;"English";492014;"Gellish";491285;"statement";;4996;"is presented on";1007611;1986;"is an inverse phrase for";;4996;"presentation of information on physical object";;;;;;1047;"facts about conceptual relations between individual things";"accepted";;"14-apr-03";"10-nov-08";"Andries van Renssen";"Andries van Renssen"
